sqft_living,bathrooms,bedrooms,floors,yr_built,price
1700,2.0,5.0,1.0,1956,337500.0
1159,1.5,2.0,1.0,1948,582500.0
1850,2.75,3.0,1.5,1965,489200.0
840,1.0,2.0,1.0,1947,405100.0
1690,2.5,3.0,2.0,2014,372977.0
1050,1.0,3.0,1.0,1953,310000.0
1400,1.75,3.0,1.5,1904,538000.0
1840,2.5,3.0,2.0,2012,317000.0
2360,1.5,3.0,2.0,1926,702500.0
2240,2.5,4.0,2.0,1989,565000.0
2700,2.5,4.0,2.0,2004,723000.0
3030,2.5,3.0,1.5,1992,766950.0
1830,1.75,3.0,1.5,1903,682000.0
2220,2.5,3.0,2.0,1990,325000.0
2090,2.5,3.0,1.0,1962,543000.0
1600,1.75,3.0,1.5,1924,525000.0
2010,1.75,4.0,1.0,1957,364000.0
830,1.0,2.0,1.0,1955,394475.0
2010,2.5,4.0,2.0,1995,316000.0
1050,1.0,3.0,1.5,1906,339950.0
2150,2.5,4.0,1.0,1978,486000.0
860,1.0,3.0,1.0,1963,160000.0
3100,2.5,3.0,1.0,1954,930000.0
1100,1.0,3.0,1.0,1978,139000.0
1830,1.5,3.0,1.0,1957,562000.0
1250,1.75,2.0,1.0,1950,299000.0
1820,2.5,3.0,2.0,2005,511000.0
2090,2.0,3.0,1.5,1959,499000.0
2100,3.5,3.0,2.0,1980,356000.0
2310,2.5,4.0,2.0,1991,470000.0
2060,2.25,4.0,1.0,1941,715000.0
4470,2.25,4.0,2.0,1988,1120000.0
1660,1.0,3.0,1.0,1940,458000.0
3810,4.5,5.0,2.0,2008,966000.0
2110,1.75,3.0,2.0,1966,305495.0
2370,2.0,2.0,1.5,1992,543000.0
1970,2.25,3.0,2.0,1997,340000.0
2470,2.5,4.0,2.0,1993,633100.0
1480,1.0,3.0,1.0,1952,310000.0
2257,3.0,5.0,1.0,2005,349950.0
700,1.0,2.0,1.0,1949,267800.0
1630,2.0,4.0,1.0,1975,234000.0
3430,2.5,4.0,2.0,2000,740000.0
2220,1.75,5.0,1.5,1923,607500.0
1340,1.75,3.0,1.0,1973,223000.0
980,1.0,2.0,1.0,1918,400000.0
2580,2.5,3.0,2.0,1986,802000.0
2230,2.5,4.0,2.0,2006,253000.0
2290,2.0,4.0,1.0,1955,1058000.0
1260,1.0,3.0,1.0,1946,300000.0
1680,2.75,4.0,1.0,1966,625000.0
3200,3.25,4.0,2.0,2004,707000.0
3320,2.5,4.0,2.0,1995,950000.0
3040,2.5,4.0,2.0,1999,420000.0
2270,2.75,4.0,1.0,1973,498000.0
2910,2.5,3.0,2.0,1989,450000.0
2510,2.25,5.0,2.0,1972,955000.0
1240,1.0,2.0,1.0,1967,215000.0
2580,2.75,3.0,2.0,2008,437000.0
2470,2.75,3.0,2.0,2007,773000.0
1690,2.5,3.0,2.0,2003,256883.0
2240,2.5,4.0,1.0,1983,592500.0
1650,2.0,3.0,1.0,1979,252350.0
2710,2.5,4.0,2.0,1998,370000.0
1260,1.5,3.0,1.0,1959,465750.0
1150,1.0,3.0,1.0,1932,185000.0
2550,2.75,4.0,1.0,1986,582800.0
1490,1.75,3.0,1.0,1990,245000.0
2020,1.75,4.0,1.0,1963,302000.0
1320,1.0,2.0,1.0,1912,451555.0
1230,1.0,3.0,1.0,1957,250000.0
2070,2.5,4.0,2.0,1989,255000.0
2930,1.75,4.0,1.0,1947,840000.0
1090,1.0,3.0,1.0,1967,190000.0
1400,1.0,3.0,1.0,1957,349950.0
1550,2.0,4.0,1.5,1909,613000.0
1220,1.0,3.0,1.0,1955,300000.0
1870,2.5,3.0,1.0,1980,455000.0
2150,2.25,3.0,2.0,1991,335000.0
980,1.0,3.0,1.5,1903,197500.0
1490,1.5,3.0,1.0,1963,412500.0
1120,1.5,3.0,1.0,1955,395300.0
1180,2.25,3.0,2.0,1986,342400.0
3240,2.5,4.0,2.0,1985,749400.0
2150,2.5,4.0,2.0,1991,316500.0
2240,2.5,3.0,2.0,1996,390000.0
1400,2.0,3.0,1.0,1979,225000.0
1980,2.25,3.0,1.0,1980,550000.0
1330,1.0,3.0,1.5,1959,280000.0
1490,1.0,2.0,1.0,1946,575000.0
3920,4.25,5.0,2.0,1990,1000000.0
2000,1.75,5.0,2.0,1921,585000.0
2680,2.5,4.0,2.0,1989,620000.0
1670,2.0,4.0,1.0,1967,204700.0
3150,3.0,4.0,2.0,2001,695000.0
2740,3.25,4.0,2.0,2003,689900.0
1890,1.75,4.0,1.0,1960,375000.0
2870,3.5,7.0,1.0,1961,475000.0
1160,1.0,3.0,1.0,1969,215000.0
1790,1.75,3.0,1.0,1940,790000.0
1680,1.75,3.0,1.0,1940,350000.0
4560,2.5,3.0,2.0,1986,695000.0
1590,2.25,3.0,2.0,1991,263000.0
1630,1.0,3.0,1.0,1953,400000.0
2700,2.5,3.0,2.0,1991,525000.0
1700,2.5,3.0,2.0,1994,349950.0
3740,3.25,4.0,1.0,1988,1085000.0
1980,3.0,4.0,2.5,1941,744000.0
880,1.0,2.0,1.0,1919,312500.0
1400,2.0,3.0,1.0,1948,240000.0
2050,2.0,4.0,1.5,1941,495000.0
2360,2.5,3.0,2.0,1996,580050.0
2560,2.0,4.0,1.0,1947,640000.0
1340,1.5,3.0,1.0,1956,417000.0
1060,1.0,3.0,1.0,1970,174950.0
850,1.5,3.0,1.0,1986,295000.0
1880,1.75,4.0,1.0,1976,423000.0
1230,1.0,3.0,1.0,1955,839000.0
2290,1.75,4.0,1.0,1960,343000.0
1660,1.0,3.0,1.0,1946,467000.0
1840,2.5,3.0,2.0,1997,512500.0
3020,2.5,4.0,1.0,1979,575000.0
1410,1.75,3.0,1.0,1924,465000.0
1010,1.0,3.0,1.0,1969,270000.0
1960,1.75,3.0,1.0,1948,340000.0
3580,3.75,5.0,2.0,1999,765000.0
2240,2.5,4.0,2.0,1995,497000.0
3310,2.5,4.0,2.0,2004,803100.0
1232,2.5,3.0,3.0,2007,344000.0
3930,3.5,4.0,2.0,2013,828950.0
1720,2.5,3.0,2.0,2010,386380.0
1490,2.25,3.0,2.0,2009,312000.0
3150,2.5,3.0,2.0,2007,720000.0
3950,2.5,4.0,3.0,2013,914500.0
3030,2.75,5.0,2.0,2013,819995.0
1070,1.5,2.0,1.0,1985,252700.0
2320,2.5,3.0,2.0,1992,437500.0
700,1.0,1.0,1.0,1942,350000.0
2720,2.5,3.0,2.0,2005,619000.0
1800,2.5,3.0,2.0,1990,408200.0
1560,1.75,3.0,1.5,1926,451000.0
1760,2.0,3.0,1.0,1977,317000.0
3120,3.25,4.0,2.0,2005,799000.0
2020,1.0,2.0,1.0,1947,720000.0
1450,2.0,3.0,1.5,1900,490000.0
1860,2.25,4.0,1.0,1979,239900.0
2270,2.25,4.0,1.0,1977,446000.0
1480,2.5,3.0,2.0,1987,275000.0
1460,1.0,5.0,2.0,1941,239950.0
1850,3.5,4.0,2.0,1986,248000.0
2170,2.5,3.0,2.0,2003,619500.0
1726,1.75,3.0,2.0,1982,363750.0
1180,1.75,3.0,1.0,1981,385000.0
1370,1.5,4.0,1.0,1972,370000.0
2670,2.5,3.0,1.0,1988,425000.0
1260,1.0,3.0,1.0,1944,342000.0
1980,1.0,4.0,1.5,1962,345000.0
2050,2.0,3.0,1.0,1926,724800.0
2830,2.75,5.0,2.0,2006,725000.0
910,1.0,2.0,1.0,1909,605000.0
2440,2.5,4.0,2.0,2009,350000.0
2180,2.0,3.0,1.0,1904,785000.0
1900,2.0,3.0,1.0,1966,250000.0
1520,2.25,3.0,3.0,2013,565000.0
2220,2.0,3.0,1.0,1947,875000.0
3280,2.75,4.0,2.0,1996,862500.0
2740,2.5,3.0,2.0,1973,400000.0
830,1.0,2.0,1.0,1954,282613.0
1010,1.0,2.0,1.0,1955,174500.0
2060,2.25,3.0,1.0,1978,306500.0
1990,2.25,3.0,2.0,1984,445000.0
2280,2.5,4.0,2.0,2001,433000.0
1870,2.5,3.0,2.0,2005,306000.0
1720,2.25,3.0,1.5,1921,620000.0
870,1.0,2.0,1.0,1941,245000.0
1020,2.0,3.0,2.0,2004,238000.0
1260,1.5,3.0,1.5,1931,523000.0
2370,2.5,3.0,2.0,2003,522500.0
1000,1.0,3.0,1.0,1940,180000.0
1100,1.5,3.0,2.0,2007,375000.0
1440,2.25,3.0,1.0,1982,249000.0
3120,2.5,4.0,2.0,2003,730100.0
2260,2.0,2.0,1.0,1990,551000.0
2790,2.5,4.0,2.0,2005,375000.0
1140,1.0,1.0,1.5,1920,540000.0
1290,2.25,3.0,2.0,1987,605000.0
1730,1.75,5.0,1.0,1978,205000.0
3160,2.5,4.0,2.0,1983,645000.0
2340,2.5,4.0,2.0,2003,314000.0
1170,1.5,3.0,1.0,1960,330000.0
1160,1.0,2.0,1.0,1937,490000.0
1970,3.0,3.0,1.0,2010,445000.0
1410,2.25,3.0,2.0,2005,377500.0
2430,2.5,4.0,2.0,2009,480000.0
3360,1.5,5.0,2.0,2014,804995.0
1480,2.5,3.0,2.0,2012,341000.0
3200,2.5,5.0,2.0,2009,675000.0
2134,2.5,3.0,2.5,2008,611000.0
1860,3.25,3.0,3.0,2007,379950.0
1310,2.5,2.0,2.0,2006,500000.0
1700,2.0,3.0,1.0,1944,410000.0
2480,2.5,3.0,2.0,1986,415000.0
1970,2.5,5.0,2.0,1994,297000.0
2060,2.5,4.0,1.0,1985,575550.0
2130,2.5,3.0,1.0,1994,534640.0
1410,2.25,3.0,1.0,1987,352500.0
1360,2.0,2.0,1.0,1944,488000.0
1940,2.0,3.0,1.0,1954,732000.0
1610,2.25,2.0,2.0,1979,215000.0
1420,2.0,2.0,1.5,1928,592500.0
1700,2.5,4.0,2.0,1988,290000.0
1490,1.0,2.0,1.0,1929,475000.0
2680,2.5,3.0,2.0,1990,320000.0
2120,1.5,5.0,1.5,1962,290000.0
1690,2.0,4.0,1.5,1901,487250.0
1830,2.5,4.0,2.0,2003,339000.0
1010,1.5,2.0,1.5,1906,440000.0
2070,2.75,4.0,1.0,1945,366500.0
1710,1.5,3.0,1.5,1928,462000.0
1660,1.0,4.0,1.5,1945,560000.0
2080,1.75,4.0,1.0,1955,285000.0
1270,2.5,3.0,2.0,1993,280000.0
1080,1.0,3.0,1.0,1942,210000.0
1610,2.0,3.0,1.5,1940,690000.0
1120,1.0,2.0,1.0,1980,256500.0
2500,2.75,4.0,2.0,1966,411000.0
970,1.0,3.0,1.0,1970,215000.0
3370,2.0,5.0,1.5,1907,762000.0
1290,1.0,3.0,1.0,1960,359950.0
3370,3.5,4.0,2.0,2005,480000.0
2490,2.5,4.0,2.0,1999,390000.0
770,1.0,2.0,1.0,1924,413500.0
810,1.5,1.0,2.0,1982,285000.0
3060,2.5,4.0,1.0,1968,475000.0
1690,2.5,3.0,2.0,2014,386591.0
1890,1.75,3.0,1.0,1974,524950.0
1470,2.0,2.0,2.0,2005,241000.0
1060,1.0,2.0,1.0,1926,461000.0
3480,2.5,4.0,2.0,1988,810000.0
2730,2.75,4.0,1.5,1921,885000.0
1580,2.25,3.0,2.0,1986,247000.0
2170,2.75,3.0,1.0,1978,296500.0
930,1.0,2.0,1.0,1942,141800.0
1580,2.0,4.0,2.0,1906,333000.0
3290,1.75,5.0,1.5,1973,602000.0
2110,2.25,4.0,2.0,1979,565000.0
1670,2.5,3.0,2.0,1999,373000.0
2030,2.25,3.0,1.0,1977,588000.0
1500,1.0,3.0,1.5,1926,485000.0
1450,2.25,3.0,2.0,2005,482500.0
1310,1.5,4.0,1.0,1953,251200.0
4180,3.25,5.0,2.0,1979,869000.0
1630,1.75,3.0,1.0,1967,464000.0
2660,2.5,4.0,2.0,1993,755000.0
1720,2.5,3.0,2.0,2005,280000.0
1260,2.25,2.0,3.0,2004,485000.0
1610,1.75,3.0,1.0,1981,305000.0
680,1.0,2.0,1.0,1941,110700.0
2640,3.5,4.0,2.0,1937,850000.0
1640,2.25,3.0,2.0,1985,350000.0
2310,1.75,4.0,1.0,1976,319950.0
2010,1.75,3.0,1.0,1912,700000.0
1660,1.5,2.0,1.0,1908,368000.0
2200,2.5,3.0,2.0,2009,433500.0
2460,2.5,4.0,2.0,1998,611000.0
2430,1.75,2.0,1.0,1951,1000000.0
1370,1.0,3.0,1.0,1960,307000.0
1800,1.75,3.0,1.0,1967,442500.0
2200,1.75,3.0,2.0,1908,485000.0
700,1.0,2.0,1.0,1945,367000.0
1920,2.5,3.0,2.0,1995,429000.0
2190,2.75,5.0,1.0,1978,446000.0
2030,2.25,3.0,1.0,1984,572500.0
1350,2.5,3.0,3.0,2005,477000.0
1680,2.5,3.0,2.0,2008,518000.0
1250,1.75,5.0,1.0,1966,462000.0
950,1.0,3.0,1.0,1954,137000.0
2320,3.5,3.0,2.0,1997,530000.0
2380,2.5,2.0,1.0,2011,818000.0
1540,2.25,2.0,3.0,2007,640000.0
2100,3.0,5.0,1.0,2007,298450.0
2500,2.5,4.0,2.0,2013,575000.0
3230,2.5,4.0,2.0,2004,730000.0
2830,2.5,3.0,2.0,2001,551000.0
870,1.0,2.0,1.5,1906,271310.0
2690,3.0,4.0,1.0,1954,675000.0
1260,2.5,3.0,3.0,2008,479000.0
2680,3.5,4.0,2.0,1942,520000.0
2660,2.5,3.0,2.0,2014,599950.0
1480,1.75,2.0,1.0,1951,483945.0
1770,2.25,4.0,1.0,1965,390000.0
950,1.0,2.0,1.0,1926,192500.0
860,1.0,2.0,1.0,1948,330000.0
1960,2.0,4.0,1.0,1978,250000.0
1770,1.0,2.0,1.5,1943,243000.0
1280,1.75,4.0,1.0,1926,575000.0
2150,2.5,4.0,2.0,1982,639000.0
1790,1.0,2.0,1.0,1923,710000.0
1990,2.25,3.0,2.0,1987,675000.0
2430,2.5,5.0,2.0,2001,405000.0
2820,2.75,4.0,1.0,1965,615000.0
1910,1.0,3.0,1.0,1946,490000.0
1270,2.25,3.0,2.0,2005,467000.0
2050,2.75,4.0,1.0,1986,480000.0
2150,2.0,6.0,1.0,1952,755000.0
2450,1.75,4.0,1.0,1987,760000.0
1230,2.25,2.0,2.0,2012,387000.0
2260,2.25,4.0,1.0,1967,925000.0
1050,1.0,2.0,1.0,1943,415000.0
1570,1.75,3.0,2.0,1982,263000.0
1820,2.0,4.0,1.0,1967,519900.0
1540,1.75,2.0,1.0,1908,570000.0
2060,1.5,3.0,1.0,1953,450000.0
1090,1.0,3.0,1.0,1955,300000.0
1480,1.75,3.0,1.0,1965,320000.0
1320,1.0,4.0,1.5,1929,387500.0
2140,2.25,1.0,1.0,1976,458000.0
2800,3.0,4.0,2.0,2002,380000.0
1050,1.0,3.0,1.0,1967,200000.0
1490,1.5,3.0,1.0,1959,385000.0
1730,1.0,2.0,2.0,1945,396675.0
1210,1.0,4.0,1.5,1900,452000.0
2800,2.5,4.0,2.0,2004,426000.0
1570,1.5,3.0,2.0,1915,792000.0
1400,2.25,3.0,1.0,1987,315000.0
1880,3.0,6.0,1.0,1966,326000.0
790,1.0,2.0,1.0,1953,268500.0
1300,1.75,2.0,2.0,1948,440000.0
2120,1.0,3.0,1.0,1967,300000.0
1540,1.5,3.0,2.0,1941,525000.0
2620,2.75,4.0,1.5,1926,978000.0
2880,3.0,6.0,2.0,1919,1125000.0
1680,1.0,4.0,1.5,1921,700000.0
790,1.0,2.0,1.0,1955,315000.0
1092,1.0,3.0,1.5,1918,309000.0
1650,1.5,3.0,1.0,1967,219950.0
2090,2.5,3.0,2.0,2002,289000.0
2180,1.75,4.0,1.0,1950,210000.0
1990,2.5,4.0,2.0,1989,260000.0
2650,2.5,4.0,2.0,2006,699000.0
910,1.0,3.0,1.0,1950,299950.0
2770,2.5,3.0,2.0,1992,749950.0
2390,2.0,3.0,2.0,1939,1100000.0
3050,2.5,3.0,1.0,1987,555000.0
1700,2.5,3.0,2.0,2003,384000.0
3200,3.5,5.0,2.0,1989,499950.0
1200,1.75,3.0,1.0,1906,430000.0
2220,2.25,4.0,2.0,1999,350000.0
2480,2.5,3.0,2.0,2004,620000.0
2560,2.25,4.0,1.0,1976,765000.0
2500,1.5,4.0,1.0,1961,250000.0
1150,1.0,2.0,1.0,1947,376000.0
1650,1.75,4.0,1.0,1950,475000.0
1140,1.75,3.0,1.0,1969,120750.0
1180,1.0,3.0,1.0,1959,330000.0
1700,2.5,3.0,2.0,1992,619500.0
1240,1.5,3.0,1.0,1954,345000.0
2890,2.25,5.0,2.0,1977,598000.0
1060,1.0,3.0,1.0,1967,335000.0
1590,1.75,4.0,2.0,1922,372500.0
2860,5.25,6.0,2.0,1978,300000.0
820,1.0,1.0,1.0,2007,194000.0
2020,2.0,3.0,1.0,1963,507500.0
1870,2.25,4.0,1.0,1959,325000.0
2170,2.5,3.0,2.0,2004,329900.0
1600,2.5,4.0,1.0,1947,329000.0
2090,1.75,4.0,1.5,1925,494000.0
1700,2.0,4.0,1.0,1978,206000.0
1940,1.75,4.0,1.0,1941,423000.0
1320,1.0,3.0,1.0,1957,259000.0
3500,2.25,4.0,1.0,1938,879950.0
2800,3.5,5.0,2.5,1903,345600.0
1080,1.5,3.0,1.5,1920,395000.0
3550,2.5,4.0,2.0,2007,625000.0
2010,2.0,3.0,2.0,2003,439000.0
1690,1.75,3.0,2.0,2008,380000.0
1270,1.5,3.0,3.0,2007,440000.0
1970,2.25,3.0,2.0,2008,415000.0
3160,2.75,4.0,2.0,2014,860000.0
1210,2.5,3.0,3.0,2008,500000.0
3120,3.5,4.0,2.0,2008,953007.0
2670,2.5,4.0,2.0,2006,515000.0
1640,2.25,3.0,3.0,2014,772000.0
2303,2.5,4.0,2.0,2013,329995.0
1800,2.5,3.0,2.0,2014,409316.0
4460,3.5,5.0,3.0,2013,490000.0
1590,2.5,2.0,2.0,2009,305000.0
3070,3.5,4.0,2.0,2009,785000.0
1330,1.75,2.0,1.0,1993,240000.0
990,1.0,3.0,1.0,1947,325000.0
1900,2.5,4.0,2.0,1994,535800.0
2020,2.5,3.0,3.0,2000,720000.0
2000,1.75,3.0,1.0,1961,374000.0
1100,1.75,2.0,1.0,1980,189650.0
960,1.0,1.0,1.0,1945,420850.0
3488,2.75,4.0,2.0,1998,815000.0
1890,1.75,2.0,2.0,1987,1065000.0
2030,2.0,4.0,2.0,1950,199000.0
1380,1.75,3.0,1.0,1981,195000.0
1870,2.25,3.0,2.0,1997,288400.0
2080,2.25,4.0,1.0,1979,442000.0
2450,2.75,4.0,2.0,1988,619420.0
2750,2.25,4.0,1.0,1948,635000.0
1240,1.0,3.0,1.0,1916,210000.0
1900,2.5,3.0,2.0,1990,512500.0
2540,2.5,3.0,2.0,1999,567000.0
2100,2.75,3.0,2.0,1998,525000.0
1790,2.0,4.0,1.0,1909,475000.0
1170,2.0,3.0,1.0,1984,250000.0
1060,1.0,3.0,1.0,1956,220000.0
1930,2.0,5.0,1.5,1941,230000.0
1540,2.0,3.0,1.0,1961,385500.0
2876,3.0,5.0,1.0,1973,895000.0
2150,2.5,3.0,2.0,1988,368250.0
1140,1.0,2.0,1.0,1947,249900.0
980,1.5,3.0,1.0,1969,350000.0
1230,1.75,3.0,1.0,1962,175000.0
1390,1.75,3.0,1.0,1957,270000.0
2380,3.5,3.0,2.0,1997,495000.0
3010,3.25,5.0,1.5,1931,542500.0
1250,1.0,3.0,1.0,1969,330000.0
2290,2.75,4.0,2.0,1926,1003000.0
790,1.0,2.0,1.0,1925,299800.0
2720,2.5,3.0,2.0,2002,299900.0
2550,2.75,4.0,1.0,1972,691000.0
1080,1.0,2.0,1.0,1972,195000.0
2470,1.75,3.0,1.0,1962,405000.0
850,0.75,2.0,1.0,1909,360000.0
1990,2.5,3.0,1.0,1969,256750.0
1800,2.25,3.0,2.0,1995,332500.0
4850,4.0,5.0,2.0,1977,975000.0
1020,1.0,3.0,1.0,1956,218000.0
2420,2.5,3.0,2.0,1985,429000.0
2910,2.5,4.0,2.0,1998,589000.0
1060,1.5,3.0,1.0,1973,255000.0
2340,2.5,4.0,1.0,1964,668750.0
1800,2.75,4.0,1.0,2002,344500.0
1660,2.0,4.0,1.0,1945,452000.0
1300,1.75,3.0,1.0,1983,540000.0
1780,1.5,3.0,1.0,1953,246000.0
1030,1.0,2.0,1.0,1939,535000.0
2790,3.25,4.0,1.0,1963,970000.0
1150,1.0,3.0,1.0,1906,430000.0
3290,2.5,4.0,2.0,1992,520000.0
3400,2.5,4.0,2.0,2001,712000.0
1200,1.0,2.0,1.0,1940,450000.0
2160,2.5,4.0,2.0,1993,220000.0
1450,1.0,3.0,1.0,1948,525000.0
1470,2.0,3.0,2.0,2007,540000.0
2360,2.5,4.0,2.0,2001,600000.0
2230,2.25,3.0,2.0,1987,600000.0
2630,2.5,4.0,2.0,1986,625000.0
1010,1.0,3.0,1.0,1966,150000.0
1445,2.25,3.0,2.0,2003,389999.0
2380,1.75,3.0,1.5,1935,285000.0
2830,2.75,4.0,2.0,1998,744000.0
3010,2.5,4.0,2.0,1996,700000.0
2000,2.25,4.0,1.0,1978,318989.0
2020,2.25,3.0,2.0,1998,556000.0
2030,2.5,3.0,2.0,1993,275000.0
2550,2.75,3.0,2.0,1994,430000.0
970,1.0,2.0,1.0,1949,300000.0
1540,1.75,3.0,1.0,1967,396450.0
1396,1.0,2.0,1.0,1940,225000.0
2780,3.25,4.0,2.0,2006,700000.0
2220,2.0,6.0,1.0,1977,260000.0
2350,3.5,4.0,2.0,1994,655000.0
1440,2.0,3.0,1.0,2007,413800.0
5330,3.75,5.0,2.0,2006,950000.0
2220,2.5,4.0,2.0,2014,334990.0
3880,4.0,3.0,2.0,2009,1030000.0
3810,3.25,4.0,1.0,2007,1130000.0
1960,3.0,3.0,2.0,2007,556000.0
1530,2.5,3.0,3.0,2009,360000.0
3250,2.25,4.0,2.0,1983,480000.0
1750,2.5,3.0,2.0,1994,324000.0
3440,3.25,4.0,2.0,1983,1050000.0
1170,0.75,1.0,1.0,1962,275000.0
870,1.0,3.0,1.0,1969,180000.0
2930,2.5,4.0,2.0,1998,749000.0
800,1.0,2.0,1.0,1918,373500.0
2350,2.5,4.0,2.0,1987,770000.0
1060,1.75,2.0,1.0,1977,356000.0
2060,1.75,3.0,1.0,1984,625000.0
1560,1.75,2.0,1.0,1904,494400.0
3000,1.75,4.0,1.0,1950,585000.0
1660,1.5,3.0,2.0,1907,926300.0
1650,1.75,3.0,1.0,1908,600000.0
3220,3.0,4.0,2.0,1990,430000.0
2320,1.5,3.0,1.0,1976,307000.0
2750,2.75,4.0,1.0,1981,604700.0
910,1.0,3.0,1.0,1956,219900.0
840,1.5,2.0,2.0,2005,270000.0
1470,2.25,3.0,2.0,2007,432000.0
2040,2.0,6.0,1.0,1943,300000.0
1100,1.0,3.0,1.5,1922,361000.0
940,1.0,2.0,1.0,1959,249950.0
1110,2.0,3.0,1.0,1978,320000.0
2200,1.75,4.0,1.5,1942,305000.0
2860,1.75,2.0,1.0,1948,503000.0
740,1.0,2.0,1.0,1938,235750.0
2740,1.75,4.0,1.0,1954,657000.0
1250,1.0,3.0,1.0,1956,385000.0
3140,2.5,4.0,2.0,1991,389950.0
820,1.0,2.0,1.0,1954,150000.0
2570,2.75,4.0,2.0,1998,254500.0
2350,2.25,4.0,1.0,1977,555000.0
3600,3.0,4.0,1.0,1976,1075000.0
1580,2.0,4.0,1.0,1967,245000.0
1070,1.0,2.0,1.0,1949,319950.0
1070,1.0,3.0,1.0,1951,337000.0
1640,2.0,4.0,2.0,1907,492000.0
1220,1.0,3.0,1.0,1966,348580.0
1400,1.0,2.0,1.0,1922,180000.0
1040,1.0,3.0,1.0,1942,400000.0
980,2.0,4.0,1.0,1978,295000.0
3340,3.25,4.0,1.5,1963,910000.0
6040,4.5,6.0,2.0,1996,1150000.0
1900,3.5,3.0,2.0,2008,431500.0
1740,1.5,4.0,1.0,1962,180000.0
2000,2.0,3.0,1.0,1916,677000.0
3240,2.5,4.0,1.0,1977,635700.0
2230,2.25,5.0,1.0,1978,482000.0
1160,2.5,2.0,2.0,1998,168000.0
2410,2.75,4.0,1.0,1950,805000.0
590,1.0,2.0,1.5,1983,398000.0
2600,2.5,4.0,2.0,1996,665000.0
2170,3.0,4.0,1.0,1968,592500.0
2080,2.75,4.0,1.5,1912,940000.0
2860,2.5,4.0,2.0,1999,655000.0
2980,2.5,4.0,2.0,2000,622500.0
1230,2.5,2.0,2.0,2011,380000.0
2260,1.75,4.0,1.0,1947,648360.0
2200,2.75,3.0,1.0,1982,432000.0
3030,2.5,4.0,1.5,1988,1050000.0
1060,1.0,2.0,2.0,1979,353250.0
4260,3.0,4.0,2.0,1996,1000000.0
998,2.25,3.0,2.0,2007,320000.0
2052,2.5,4.0,2.0,2014,349900.0
3150,3.5,4.0,2.0,2005,330000.0
1950,2.25,3.0,1.0,2006,408000.0
1347,2.25,3.0,3.0,2010,321000.0
3860,3.75,4.0,2.5,2007,1051000.0
1360,1.5,3.0,3.0,2008,359000.0
2760,2.5,5.0,2.0,2006,300000.0
2420,3.5,5.0,2.0,2013,380000.0
2450,2.5,3.0,2.0,2010,660000.0
1280,2.25,3.0,3.0,2005,355000.0
1550,2.5,3.0,2.0,2011,259000.0
550,1.0,1.0,2.0,2008,353000.0
1520,2.5,2.0,2.0,2007,430000.0
1670,1.0,3.0,1.5,1939,460000.0
430,0.75,1.0,1.0,1912,80000.0
2380,2.5,4.0,2.0,1991,782000.0
960,1.0,3.0,1.0,1982,218000.0
1920,1.0,3.0,1.0,1952,325000.0
3680,3.0,4.0,1.0,1967,980000.0
2530,2.25,4.0,1.0,1976,902000.0
3840,2.5,5.0,2.0,1991,556000.0
1240,1.75,3.0,1.5,1926,662990.0
1300,1.0,2.0,1.5,1975,225000.0
2380,2.5,4.0,2.0,2002,439950.0
1300,1.0,2.0,1.0,1958,175000.0
780,1.0,2.0,1.0,1946,306000.0
1810,2.5,4.0,1.0,1970,235000.0
2420,1.75,3.0,2.0,1911,399500.0
1280,1.0,3.0,1.5,1910,478000.0
1680,1.0,2.0,1.0,1941,515000.0
2510,2.5,3.0,2.0,1992,550000.0
1700,1.0,3.0,1.0,1955,149000.0
1680,1.75,3.0,1.0,1992,526000.0
820,0.75,1.0,1.0,1999,527550.0
4380,4.0,3.0,2.0,1983,1050000.0
2600,2.5,3.0,1.0,1984,625000.0
3400,3.25,5.0,2.0,1999,950000.0
2120,1.75,5.0,1.0,1942,377691.0
2250,2.75,4.0,1.0,1951,648475.0
1800,1.0,3.0,1.0,1942,383000.0
2210,2.5,3.0,2.0,1994,535000.0
1560,2.0,3.0,2.0,1923,449950.0
2430,2.75,4.0,1.0,1967,465425.0
2560,2.5,4.0,2.0,1987,675000.0
1960,2.75,3.0,1.5,1926,599000.0
1110,1.5,3.0,1.0,1963,416000.0
1030,1.5,2.0,1.0,1924,595000.0
1350,1.0,4.0,1.0,1966,200000.0
1540,2.0,3.0,2.0,2005,402000.0
1830,1.75,4.0,1.0,1966,433000.0
1930,1.5,4.0,2.0,1979,275000.0
1650,2.0,3.0,1.5,1983,410000.0
3510,2.0,4.0,1.0,1965,554820.0
2390,2.5,3.0,2.0,1984,735000.0
1230,1.0,3.0,1.0,1951,607000.0
2830,3.0,4.0,2.0,1987,549900.0
1620,1.75,3.0,1.0,1988,258000.0
2290,4.0,4.0,1.5,1940,661254.0
2840,2.0,4.0,1.0,1952,945000.0
4220,3.5,4.0,2.0,1993,799950.0
1080,1.0,3.0,1.0,1967,132500.0
1620,1.75,3.0,1.0,1973,467100.0
1620,1.75,3.0,1.0,1926,641000.0
1010,1.0,3.0,1.0,1947,350000.0
1750,2.5,4.0,1.0,1983,335000.0
4080,3.5,3.0,1.5,2000,900000.0
2560,2.5,4.0,1.0,1965,440000.0
1120,1.75,3.0,1.5,1925,464600.0
1340,1.0,2.0,1.0,1947,300000.0
1590,2.0,4.0,1.0,1951,670500.0
